"License Number","Business Name","DBA/Trade Name","Business Unique ID","Business Category","License Type","License Status","Initial Issuance Date","Expiration Date","Details","Contact Phone","Address Type","Building Number","Street1","Street2","Street3","Unit Type","Apt/Suite","City","State","ZIP Code","Borough","Community Board","Council District","BIN","BBL","NTA","Census Block (2010)","Census Tract (2010)","Latitude","Longitude"
"2027784-DCA","CARRINGTON MORTGAGE SERVICES, LLC",,"BA-1702863-2024","Debt Collection Agency","Premises","Active","08/31/2015","01/31/2027",,"8005614567","Complete Address","19800","EAST ST",,,"STE","200","WESTFIELD","IN","46074",,,,,,,,,"40.07580","-86.121909"
"2123149-DCWP","SAM ALLEN CORP.",,"BA-1702903-2024","Home Improvement Contractor","Premises","Active","07/30/2024","02/28/2027",,"3472579627","Complete Address","2750","OLINVILLE AVE",,,"APT","2C","BRONX","NY","10467","Bronx","211","12","2053536","2045080010","BX07","2000","336","40.86601","-73.868336"
"1412740-DCA","MARIA C TEJADA",,"BA-1412685-2022","Sightseeing Guide","Individual","Active","11/02/2011","03/31/2026",,,,,,,,,,"FOREST HILLS","NY","11375",,,,,,,,,,
"2109739-DCA","Leon Taylor",,"BA-1572876-2023","Locksmith","Individual","Active","11/10/2022","05/31/2027",,,,,,,,,,"BROOKLYN","NY","11209",,,,,,,,,,
"2107667-DCA","BIG BOBS ELECTRONICS LLC",,"BA-1106876-2022","Electronics Store","Premises","Expired","07/21/2022","12/31/2024",,"7189192200","Complete Address","1258","BROADWAY",,,,,"BROOKLYN","NY","11221","Brooklyn","303","41","3044198","3016230037","BK35","1002","387","40.69123","-73.925115"
"2115606-DCWP","GALIBA GENERAL CONSTRUCTION INC",,"BA-1597490-2023","Home Improvement Contractor","Premises","Active","08/07/2023","02/28/2027",,"9175773872","Complete Address","960","ANDERSON AVE",,,"APT","2F","BRONX","NY","10452","Bronx","204","16","2003041","2025040062","BX26","2001","189","40.83140","-73.927819"
"2030556-DCA","VINCENT BONOMO",,"BA-1596289-2023","Locksmith","Individual","Active","11/18/2015","05/31/2027",,,,,,,,,,"NEW YORK","NY","10020",,,,,,,,,,
"2120289-DCWP","MWT W 23 NEW YORK, LLC","AT&T","BA-1684232-2024","Secondhand Dealer - General","Premises","Failed to Renew","04/05/2024","07/31/2025",,"4144184595","Complete Address","225","W 23RD ST",,,,,"NEW YORK","NY","10011","Manhattan","104","3","1014148","1007730027","MN13","3000","91","40.74449","-73.996554"
"1041288-DCA","FRASCA, ROSA",,"BA-1193310-2022","Tobacco Retail Dealer","Premises","Expired","09/12/2000","12/31/2024",,"718-863-6648","Complete Address","1028","MORRIS PARK AVENUE",,,,,"BRONX","NY","10461","Bronx","211","13","2044806","2041030003","BX37","1005","252","40.84860","-73.855123"
"1093321-DCA","LITTLE M. CORP",,"BA-1317536-2022","Stoop Line Stand","Premises","Active","09/26/2001","03/31/2026","Product Category: Fruits, Vegetables, Flowers, Soft Drinks, Confectionary and Ice Cream; 4 foot stands: 6; 5 foot stands: 0; 5-10 foot stands: 0","212-683-6425","Complete Address","118","LEXINGTON AVENUE",,,,,"NEW YORK","NY","10016","Manhattan","105","2","1018199","1008830075","MN21","1000","68","40.74256","-73.982534"
"2032353-DCA","Arthur Lange, Inc.",,"BA-1121494-2022","Home Improvement Contractor","Premises","Active","01/12/2016","02/28/2027",,"914-337-4422","Complete Address","841","TUCKAHOE RD",,,,,"YONKERS","NY","10710","Outside NYC",,,,,,,,,
"2091349-DCA","CHESTER FILMS, INC.","BLUELINE BATHROOMS AND TILE","BA-1190272-2022","Home Improvement Contractor","Premises","Active","10/11/2019","02/28/2027",,"516 426-6361","Complete Address","101","TRAFALGAR SQ",,,,,"LYNBROOK","NY","11563","Outside NYC",,,,,,,,,
"2105418-DCA","DUDLEY AND ASSOCIATES LICENSED ELECTRICAL CONTRACTORS, INC","D & A ELECTRIC","BA-1582601-2023","Home Improvement Contractor","Premises","Active","04/20/2022","02/28/2027",,"6465336817","Cross Street (Intersection)","6","EAST CLARKE PL",,,"BLDG",,"BRONX","NY","104527501",,,,,,,,,,
"0837338-DCA","EVERLAST SIDING, INC.",,"BA-1191343-2022","Home Improvement Contractor","Premises","Active","10/16/2002","02/28/2027",,"7184477403","Complete Address","236","WILLOWBROOK RD",,,,,"STATEN ISLAND","NY","10302","Staten Island","501","50","5029339","5014810211","SI28","2014","251","40.61871","-74.144861"
"2114217-DCA","Luna General Contractors Inc.",,"BA-1596907-2023","Home Improvement Contractor","Premises","Expired","06/06/2023","02/28/2025",,"6468243656","Complete Address","2821","HARRINGTON AVE",,,"FL","2","BRONX","NY","104615901",,,,,,,,,,
"2107268-1-DCA","VICTOR M. TORRES, JR.",,"BA-1587421-2023","Tobacco Retail Dealer","Premises","Expired","07/06/2022","12/31/2023",,"7187027690","Cross Street (Intersection)",,"8 AVENUE",,,,,"NEW YORK","NY","10019","Manhattan","104","3",,,,,"133","40.76417","-73.984734"
"0840637-DCA","ANNE M OFFER",,"BA-1116093-2022","Sightseeing Guide","Individual","Active","01/25/1996","03/31/2026",,,,,,,,,,"NEW YORK","NY","10036",,,,,,,,,,
"2109478-DCA","18 TECH FIX INC",,"BA-1689372-2024","Secondhand Dealer - General","Premises","Active","10/24/2022","07/31/2027",,"3472635900","Complete Address","7018","18TH AVE",,,,,"BROOKLYN","NY","11204","Brooklyn","311","43","3157288","3061710048","BK28","3003","260","40.61611","-73.993246"
"2023236-DCA","INNOVATIVE AUDIO PRODUCTS, INC.",,"BA-1330005-2022","Electronics Store","Premises","Active","05/22/2015","12/31/2026",,"2126344444","Complete Address","150","EAST   58 STREET",,,,,"NEW YORK","NY","10022","Manhattan","106","4","1036915","1013120041","MN19","1001","11203","40.76140","-73.968194"
"2022587-DCA","MIDLAND CREDIT MANAGEMENT, INC.",,"BA-1413458-2022","Debt Collection Agency","Premises","Active","05/12/2015","01/31/2027",,"(858) 309-9492","Complete Address","CALLE 42","FRENTE AL HOTELCROWN PLAZA",,,"UNIT",,"SAN JOSE","Outside USA","10102",,,,,,,,,,
"2104632-DCA","GRAND AUTO REPAIR SERVICES INC",,"BA-1326550-2022","Secondhand Dealer - General","Premises","Active","03/22/2022","07/31/2027",,"7188217744","Complete Address","475","SENECA AVENUE",,,,,"RIDGEWOOD","NY","11385","Queens","405","34","4437706","4034310012","QN20","2001","545","40.70582","-73.912760"
"0852779-DCA","MASSARTRE LTD.",,"BA-1440136-2022","Home Improvement Contractor","Premises","Active","08/25/1999","02/28/2027",,"7184998296","Complete Address","129","11 STREET",,,,,"BROOKLYN","NY","11215","Brooklyn","306","38","3022447","3010140068","BK37","2001","121","40.67088","-73.993291"
"2073559-1-DCA","H & S DELI AND SMOKE SHOP LLC",,"BA-1278991-2022","Electronic Cigarette Dealer","Premises","Expired","06/16/2018","11/30/2023",,"347-922-7804","Complete Address","6901","NEW UTRECHT AVENUE",,,,,"BROOKLYN","NY","11228","Brooklyn","311","38","3156607","3061580048","BK28","2000","262","40.62043","-73.998606"
"2123041-DCWP","liberty wireless 4 inc",,"BA-1701473-2024","Electronic & Home Appliance Service Dealer","Premises","Active","07/24/2024","06/30/2026",,"(516) 439-0435","Complete Address","12018","LIBERTY AVE",,,,,"SOUTH RICHMOND HILL","NY","11419","Queens","410","28","4204296","4095740009","QN55","1000","166","40.68668","-73.822998"
"2105089-1-DCA","MOHAMED E. SHERI",,"BA-1462312-2022","Tobacco Retail Dealer","Premises","Surrendered","04/06/2022","12/31/2025",,"914-374-5184","Cross Street (Intersection)",,"6 AVENUE",,,,,"NEW YORK","NY","10019","Manhattan","105","4",,,,,"11201","40.76432","-73.977196"
"2120713-DCWP","RAFAEL CAMPOS",,"BA-1692621-2024","Ticket Seller Individual","Individual","Failed to Renew","04/23/2024","07/31/2025",,,,,,,,,,"BRONX","NY","10453",,,,,,,,,,
"2113791-DCA","AZIZBOEV, BASHIRKHON",,"BA-1587033-2023","Pedicab Business","Premises","Surrendered","05/26/2023","11/01/2024",,"7409800000","Complete Address","1658","74TH ST",,,"APT","2RR","BROOKLYN","NY","112045131",,,,,,,,,,
"0972324-DCA","CHRISTOPHER P SWEENEY",,"BA-1205747-2022","Locksmith","Individual","Active","09/26/1997","05/31/2027",,,,,,,,,,"BROOKLYN","NY","11210",,,,,,,,,,
"2127801-DCWP","4320 Realty LLC",,"BA-1727558-2025","Hotel","Premises","Active","04/16/2025","09/30/2026",,"3474538464","Complete Address","4320","BRONX BLVD",,,,,"BRONX","NY","10466","Bronx","212","11","2130537","2050340050","BX62","2003","418","40.89749","-73.859364"
"2128336-DCWP","Kanan Mirzayev",,"BA-1728074-2025","Pedicab Driver","Individual","Active","05/09/2025","04/30/2026",,,,,,,,,,"BROOKLYN","NY","11230",,,,,,,,,,
"0978371-DCA","BUCHANAN, ANDRE","A & A CHIMNEY AND FIREPLACE COMPANY","BA-1568364-2023","Home Improvement Contractor","Premises","Active","01/30/1998","02/28/2027",,"7189532836","Complete Address","1382","E 88TH ST",,,,,"BROOKLYN","NY","11236","Brooklyn","318","46","3227481","3080780001","BK50","2001","1006","40.63152","-73.898838"
"1085169-DCA","B & S MEDICAL SUPPLY, INC., N.Y.",,"BA-1694779-2024","Dealer In Products For The Disabled","Premises","Active","06/21/2001","03/15/2027",,"212569120040","Complete Address","2109","W 5TH ST",,,,,"BROOKLYN","NY","11223","Brooklyn","315","44","3192578","3071220001","BK26","1004","398","40.59641","-73.976458"
"2073062-1-DCA","GHALEB, ALI A","WOODLAWN GIFT SHOP","BA-1294630-2022","Electronic Cigarette Dealer","Premises","Suspended","06/11/2018","11/30/2025",,"7183250520","Complete Address","4309","KATONAH AVE",,,,,"BRONX","NY","10470","Bronx","212","11","2019150","2033770053","BX62","2000","44902","40.89885","-73.867439"
"2115122-DCA","MV Masonry & More LLC",,"BA-1599035-2023","Home Improvement Contractor","Premises","Active","07/17/2023","02/28/2027",,,"Complete Address","266","N WASHINGTON ST",,,,,"SLEEPY HOLLOW","NY","10591","Outside NYC",,,,,,,,"41.08562","-73.860808"
"1426421-DCA","RUEL PHARMACY CORP.","FAMILY DRUGSTORE","BA-1512660-2022","Dealer In Products For The Disabled","Premises","Expired","04/25/2012","03/15/2025",,"7187699600","Complete Address","3692","NOSTRAND AVE",,,,,"BROOKLYN","NY","11229","Brooklyn","315","48","3202633","3074050937","BK17","1001","59402","40.59393","-73.940646"
"2080978-2-DCA","FAROOQUI, RESHMA",,"BA-1188959-2022","Electronic Cigarette Dealer","Premises","Active","12/28/2018","11/30/2026",,"7188855204","Cross Street (Intersection)",,"SEC EAST 14 STREET",,,,,"NEW YORK","NY","10003","Manhattan","105","2",,,,,"50","40.73443","-73.989904"
"1387858-DCA","MUSIC OF THE WORLD OF NY CORP.","WIRELESS WORLD","BA-1452447-2022","Electronics Store","Premises","Expired","04/13/2011","12/31/2022",,"7189978500","Complete Address","9857","63RD RD",,,,,"REGO PARK","NY","11374","Queens","406","24","4050417","4020860036","QN18","1000","71701","40.73242","-73.857642"
"2103743-DCA","MODA CAR PARK LLC",,"BA-1441070-2022","Garage & Parking Lot","Premises","Active","02/02/2022","11/12/2025","Vehicle Capacity: 496; Bicycle Capacity: 23","2129966363EXT.214","Complete Address","8914","PARSONS BOULEVARD",,,,,"JAMAICA","NY","11432","Queens","412","27","4208831","4097557501","QN61","2000","240","40.70553","-73.801531"
"2114772-DCA","Arde NYC Incorporated",,"BA-1599151-2023","Home Improvement Contractor","Premises","Active","06/30/2023","02/28/2027",,"9293262685","Complete Address","6060","CATALPA AVE",,,"APT","2R","RIDGEWOOD","NY","11385","Queens","405","30","4085186","4035350006","QN20","1000","583","40.70355","-73.897113"
"2014802-DCA","MADHU CONSTRUCTION CORPORATION",,"BA-1577959-2023","Home Improvement Contractor","Premises","Active","10/21/2014","02/28/2027",,"9178553230","Complete Address","71","CHERRY LN",,,,,"HICKSVILLE","NY","11801","Outside NYC",,,,,,,,"40.74838","-73.531198"
"2125722-DCWP","SMB VICTORY ENTERPRISES, INC.",,"BA-1714237-2024","Home Improvement Contractor","Premises","Active","12/11/2024","02/28/2027",,"5163411622","Complete Address","61","GLEN HEAD RD",,,,,"GLEN HEAD","NY","11545",,,,,,,,,"40.83361","-73.626733"
"2103872-DCA","JC Landscaping & Design, Inc.",,"BA-1280593-2022","Home Improvement Contractor","Premises","Active","02/09/2022","02/28/2027",,"7187272323","Complete Address","6054","69TH PL",,,,,"MASPETH","NY","11378","Queens","405","30","4063943","4028380014","QN21","1012","66701","40.72075","-73.890149"
"2130793-DCWP","V. LUCIANO VENTURES, INC.",,"BA-1512771-2022","Home Improvement Contractor","Premises","Active","08/26/2025","02/28/2027",,"6463827934","Complete Address","245","MOUNT HOPE PLACE",,,,,"BRONX","NY","10457","Bronx","205","15","2007609","2028040046","BX41","1001","23302","40.84810","-73.904509"
"2070768-1-DCA","VADHAN, KAMINI A",,"BA-1564481-2022","Electronic Cigarette Dealer","Premises","Surrendered","05/09/2018","11/30/2025",,"3479896057","Cross Street (Intersection)",,"NEC VARICK STREET",,,,,"NEW YORK","NY","10013","Manhattan","102","3",,,,,"37","40.72644","-74.005657"
"2081869-DCA","MOHAMED HAMMAD",,"BA-1422183-2022","General Vendor","Individual","Expired","02/01/2019","09/30/2023","Vendor Type: General Vendor (White)",,,,,,,,,"BROOKLYN","NY","11220",,,,,,,,,,
"2079211-DCA","Huntington Debt Holding LLC",,"BA-1309707-2022","Debt Collection Agency","Premises","Active","10/18/2018","01/31/2027",,"7163620907","Complete Address","1965","SHERIDAN DR",,,"STE","200","BUFFALO","NY","14223","Outside NYC",,,,,,,,,
"2117267-DCWP","Katherine Lundgren",,"BA-1675528-2023","Ticket Seller Individual","Individual","Expired","10/19/2023","07/31/2024",,,,,,,,,,"NEW YORK","NY","10010",,,,,,,,,,
"2079457-DCA","J&SK CONTRACTING LLC",,"BA-1314253-2022","Home Improvement Contractor","Premises","Active","10/26/2018","02/28/2027",,"718 501-1540","Complete Address","334","FOSTER AVE",,,"APT","D7","BROOKLYN","NY","11230","Brooklyn","314","40","3170297","3065010013","BK42","1001","46201","40.62889","-73.973827"
"2030326-2-DCA","TOBACCO SHOP & CONVENIENCE STORE INC",,"BA-1542803-2022","Tobacco Retail Dealer","Premises","Revoked","11/10/2015","12/31/2024",,"6315528288","Complete Address","495","NOSTRAND AVE",,,,,"BROOKLYN","NY","11216","Brooklyn","303","36","3053750","3018610001","BK61","1001","247","40.68028","-73.949550"
"2110414-DCA","BEST WIRELESS ELTINGVILLE NY LLC.",,"BA-1567485-2023","Secondhand Dealer - General","Premises","Surrendered","12/29/2022","07/31/2025",,"(212) 222-2292","Complete Address","4348","AMBOY RD",,,,,"STATEN ISLAND","NY","10312","Staten Island","503","51","5133954","5054950001","SI54","1013","15601","40.54529","-74.160641"
"1039883-DCA","FLUSHING IRON WELD, INC.",,"BA-1227509-2022","Home Improvement Contractor","Premises","Expired","11/04/2002","02/28/2025",,"7183592208","Complete Address","13125","MAPLE AVE",,,,,"FLUSHING","NY","11355","Queens","407","20","4115009","4050640027","QN22","4001","849","40.75378","-73.834319"
"2116456-DCWP","KAYMAT INC",,"BA-1648742-2023","Home Improvement Contractor","Premises","Expired","09/11/2023","02/28/2025",,"9293651570","Complete Address","11715","198TH ST",,,,,"SAINT ALBANS","NY","11412","Queens","412","27","4271780","4126190035","QN08","1002","376","40.69365","-73.754099"
"1340130-DCA","MEDICITI DRUGS INC.","RIDGEWOOD PHARMACY-1","BA-1411216-2022","Dealer In Products For The Disabled","Premises","Active","12/02/2009","03/15/2027",,"(718) 381-3622","Complete Address","389","ONDERDONK AVE",,,,,"RIDGEWOOD","NY","11385","Queens","405","34","4081198","4034010001","QN20","2003","539","40.70786","-73.913756"
"2127580-DCWP","VITAL EDGE SUPPLIES INC",,"BA-1726023-2025","Dealer In Products For The Disabled","Premises","Active","04/04/2025","03/15/2027",,,"Complete Address","2612","WEST ST",,,"APT","5E","BROOKLYN","NY","11223","Brooklyn","313","47","3320727","3072350001","BK26","3000","37402","40.58602","-73.969376"
"0869360-DCA","DONAVIN J WHITE",,"BA-1209492-2022","General Vendor","Individual","Active","09/07/2006","09/30/2027","Vendor Type: General Vendor (White)",,,,,,,,,"BRONX","NY","10451",,,,,,,,,,
"2026937-DCA","MICHAEL T. BUGLIARO","PRO 1 HOME IMPROVEMENTS","BA-1574991-2023","Home Improvement Contractor","Premises","Expired","08/12/2015","02/28/2025",,"7189667966","Complete Address","95","GUYON AVE",,,"FL","OFFICE","STATEN ISLAND","NY","103062018",,,,,,,,,,
"2005325-DCA","BJNR INC",,"BA-1129946-2022","Home Improvement Contractor","Premises","Active","03/27/2014","02/28/2027",,"5164462971","Complete Address","30","STRATFORD RD",,,,,"WEST HEMPSTEAD","NY","11552","Outside NYC",,,,,,,,,
"2034866-DCA","CETSEZ INC.",,"BA-1170160-2022","Secondhand Dealer - Auto","Premises","Expired","03/23/2016","07/31/2023",,"9175779635","Complete Address","13","CLINTON STREET",,,,,"STATEN ISLAND","NY","10304","Staten Island","501","49","5013330","5005050022","SI37","2013","21","40.63210","-74.076386"
"2085258-DCA","EM MECHANICAL NY LLC","EM MECHANICAL","BA-1197199-2022","Home Improvement Contractor","Premises","Active","04/30/2019","02/28/2027",,"347-636-3982","Complete Address","28","WOODCREST RD",,,"FL","2","STATEN ISLAND","NY","10303","Staten Island","501","49","5033498","5016740033","SI12","1005","30302","40.62492","-74.162036"
"2111931-DCA","EHROMJON AZIZOV",,"BA-1578789-2023","Pedicab Driver","Individual","Expired","03/28/2023","04/30/2024",,,,,,,,,,"BROOKLYN","NY","11214",,,,,,,,,,
"0872777-DCA","MAMARA FAYE",,"BA-1446190-2022","General Vendor","Individual","Ready for Renewal","08/25/2006","09/30/2025","Vendor Type: General Vendor (White)",,,,,,,,,"NEW YORK","NY","10030",,,,,,,,,,
"1407236-DCA","EASTERN PARKWAY CAR PARK LLC",,"BA-1233371-2022","Garage & Parking Lot","Premises","Active","09/09/2011","03/31/2027","Vehicle Capacity: 325; Bicycle Capacity: 21","2129966363","Complete Address","200","EASTERN PKWY",,,,,"BROOKLYN","NY","11238","Brooklyn","355","35","3029667","3011830026","BK99","1000","177","40.67183","-73.963042"
"2120235-DCWP","Rahil S goondall",,"BA-1690433-2024","Tow Truck Driver","Individual","Active","04/03/2024","10/31/2026",,,,,,,,,,"DEER PARK","NY","11729",,,,,,,,,,
"2117281-1-DCWP","Jinbo Holding Inc.","7 Eleven Store #32118D","BA-1667140-2023","Electronic Cigarette Dealer","Premises","Active","10/19/2023","11/30/2026",,"7184458918","Complete Address","14626","NORTHERN BLVD",,,,,"FLUSHING","NY","11354","Queens","407","20","4113425","4050140040","QN51","5000","1163","40.76503","-73.820252"
"1113033-DCA","ACCOUNT SERVICES COLLECTIONS, INC.",,"BA-1116965-2022","Debt Collection Agency","Premises","Active","06/21/2002","01/31/2027",,"2108211200","Complete Address","1802","NE LOOP 410",,,"STE","400","SAN ANTONIO","TX","78217",,,,,,,,,,
"2129065-DCWP","NDBPW 44 LLC",,"BA-1732899-2025","Hotel","Premises","Surrendered","05/30/2025","09/30/2026",,"5162794642","Complete Address","324","W 44TH ST",,,,,"NEW YORK","NY","10036","Manhattan","104","3","1090067","1010340044","MN15","1000","121","40.75891","-73.989763"
"1238526-DCA","SARA, MIKLOS","M.S. EVERLAST","BA-1571922-2023","Home Improvement Contractor","Premises","Active","09/08/2006","02/28/2027",,"9175580843","Complete Address","580","84TH ST",,,"APT","1A","BROOKLYN","NY","11209","Brooklyn","310","47","3152870","3060270031","BK31","2000","142","40.62182","-74.023645"
"1379142-DCA","ULTIMATE PAINTING INC.",,"BA-1575154-2023","Home Improvement Contractor","Premises","Active","10/12/2011","02/28/2027",,"(718) 864-6172","Complete Address","16392","17TH AVE",,,,,"WHITESTONE","NY","11357","Queens","407","19","4540528","4057400139","QN47","4001","1017","40.78296","-73.798953"
"1331651-DCA","TOWER 25 PARKING LLC",,"BA-1506154-2022","Garage & Parking Lot","Premises","Voided","09/02/2009","03/31/2025","Vehicle Capacity: 146; Bicycle Capacity: 14","(877) 727-5464","Complete Address","305","EAST   24 STREET",,,,,"NEW YORK","NY","10010","Manhattan","106","2","1020599","1009300001","MN20","6000","66","40.73842","-73.980092"
"2046256-DCA","NEW SOLID IMAGE INC",,"BA-1372997-2022","Home Improvement Contractor","Premises","Active","12/07/2016","02/28/2027",,"9176153987","Complete Address","517","BRIGHTON BEACH AVENUE",,,"STE","234","BROOKLYN","NY","11235","Brooklyn","313","48","3244862","3086750037","BK19","1003","362","40.57747","-73.962123"
